student_id,student_type,item_id,skill_id,correct,step,timestamp
2,weak_tone,104,7,0,5,2026-06-02 05:00:00
2,weak_tone,104,7,0,6,2026-06-02 06:00:00
2,weak_tone,104,7,1,7,2026-06-02 07:00:00
2,weak_tone,104,7,1,8,2026-06-02 08:00:00
2,weak_tone,104,7,0,9,2026-06-02 09:00:00
2,weak_tone,103,4,0,10,2026-06-02 10:00:00
2,weak_tone,102,1,1,11,2026-06-02 11:00:00
2,weak_tone,104,7,0,12,2026-06-02 12:00:00
2,weak_tone,101,0,0,13,2026-06-02 13:00:00
2,weak_tone,101,0,1,14,2026-06-02 14:00:00
2,weak_tone,101,0,0,15,2026-06-02 15:00:00
2,weak_tone,101,0,1,16,2026-06-02 16:00:00
2,weak_tone,103,4,0,17,2026-06-02 17:00:00
2,weak_tone,106,8,0,18,2026-06-02 18:00:00
2,weak_tone,101,0,0,19,2026-06-02 19:00:00
2,weak_tone,104,7,1,20,2026-06-02 20:00:00
2,weak_tone,105,5,0,21,2026-06-02 21:00:00
2,weak_tone,101,0,1,22,2026-06-02 22:00:00
2,weak_tone,103,4,1,23,2026-06-02 23:00:00
2,weak_tone,107,9,1,24,2026-06-02 24:00:00
2,weak_tone,106,8,0,25,2026-06-02 25:00:00
2,weak_tone,108,10,0,26,2026-06-02 26:00:00
2,weak_tone,103,4,1,27,2026-06-02 27:00:00
2,weak_tone,101,0,1,28,2026-06-02 28:00:00
2,weak_tone,106,8,1,29,2026-06-02 29:00:00
2,weak_tone,105,5,0,30,2026-06-02 30:00:00
2,weak_tone,101,0,1,31,2026-06-02 31:00:00
2,weak_tone,103,4,0,32,2026-06-02 32:00:00
2,weak_tone,102,1,1,33,2026-06-02 33:00:00
2,weak_tone,104,7,0,34,2026-06-02 34:00:00
2,weak_tone,108,10,1,35,2026-06-02 35:00:00
2,weak_tone,111,13,1,36,2026-06-02 36:00:00
2,weak_tone,106,8,1,37,2026-06-02 37:00:00
2,weak_tone,109,11,0,38,2026-06-02 38:00:00
2,weak_tone,106,8,0,39,2026-06-02 39:00:00
2,weak_tone,111,13,1,40,2026-06-02 40:00:00
2,weak_tone,106,8,1,41,2026-06-02 41:00:00
2,weak_tone,107,9,0,42,2026-06-02 42:00:00
2,weak_tone,109,11,0,43,2026-06-02 43:00:00
2,weak_tone,109,11,0,44,2026-06-02 44:00:00
2,weak_tone,111,13,1,45,2026-06-02 45:00:00
2,weak_tone,107,9,1,46,2026-06-02 46:00:00
2,weak_tone,108,10,0,47,2026-06-02 47:00:00
2,weak_tone,106,8,0,48,2026-06-02 48:00:00
2,weak_tone,110,12,0,49,2026-06-02 49:00:00
3,weak_tone,102,1,0,0,2026-06-02 00:00:00
3,weak_tone,102,1,0,1,2026-06-02 01:00:00
3,weak_tone,103,4,0,2,2026-06-02 02:00:00
3,weak_tone,105,5,1,3,2026-06-02 03:00:00
3,weak_tone,101,0,0,4,2026-06-02 04:00:00
3,weak_tone,104,7,0,5,2026-06-02 05:00:00
3,weak_tone,101,0,0,6,2026-06-02 06:00:00
3,weak_tone,104,7,1,7,2026-06-02 07:00:00
3,weak_tone,101,0,1,8,2026-06-02 08:00:00
3,weak_tone,105,5,1,9,2026-06-02 09:00:00
3,weak_tone,104,7,1,10,2026-06-02 10:00:00
3,weak_tone,103,4,0,11,2026-06-02 11:00:00
3,weak_tone,101,0,1,12,2026-06-02 12:00:00
3,weak_tone,101,0,1,13,2026-06-02 13:00:00
3,weak_tone,104,7,0,14,2026-06-02 14:00:00
3,weak_tone,103,4,0,15,2026-06-02 15:00:00
3,weak_tone,103,4,1,16,2026-06-02 16:00:00
3,weak_tone,106,8,1,17,2026-06-02 17:00:00
3,weak_tone,107,9,0,18,2026-06-02 18:00:00
3,weak_tone,106,8,1,19,2026-06-02 19:00:00
3,weak_tone,106,8,1,20,2026-06-02 20:00:00
3,weak_tone,106,8,1,21,2026-06-02 21:00:00
3,weak_tone,106,8,1,22,2026-06-02 22:00:00
3,weak_tone,106,8,1,23,2026-06-02 23:00:00
3,weak_tone,105,5,1,24,2026-06-02 24:00:00
3,weak_tone,103,4,0,25,2026-06-02 25:00:00
3,weak_tone,106,8,1,26,2026-06-02 26:00:00
3,weak_tone,108,10,1,27,2026-06-02 27:00:00
3,weak_tone,103,4,1,28,2026-06-02 28:00:00
3,weak_tone,103,4,1,29,2026-06-02 29:00:00
3,weak_tone,102,1,1,30,2026-06-02 30:00:00
3,weak_tone,105,5,1,31,2026-06-02 31:00:00
3,weak_tone,106,8,1,32,2026-06-02 32:00:00
3,weak_tone,101,0,1,33,2026-06-02 33:00:00
3,weak_tone,104,7,1,34,2026-06-02 34:00:00
3,weak_tone,106,8,1,35,2026-06-02 35:00:00
3,weak_tone,110,12,1,36,2026-06-02 36:00:00
3,weak_tone,109,11,1,37,2026-06-02 37:00:00
3,weak_tone,110,12,0,38,2026-06-02 38:00:00
3,weak_tone,108,10,1,39,2026-06-02 39:00:00
3,weak_tone,109,11,0,40,2026-06-02 40:00:00
3,weak_tone,108,10,1,41,2026-06-02 41:00:00
3,weak_tone,106,8,1,42,2026-06-02 42:00:00
3,weak_tone,106,8,1,43,2026-06-02 43:00:00
3,weak_tone,109,11,1,44,2026-06-02 44:00:00
3,weak_tone,109,11,0,45,2026-06-02 45:00:00
3,weak_tone,111,13,0,46,2026-06-02 46:00:00
3,weak_tone,110,12,0,47,2026-06-02 47:00:00
3,weak_tone,111,13,1,48,2026-06-02 48:00:00
3,weak_tone,110,12,1,49,2026-06-02 49:00:00
4,weak_tone,103,4,0,0,2026-06-02 00:00:00
4,weak_tone,101,0,1,1,2026-06-02 01:00:00
4,weak_tone,103,4,1,2,2026-06-02 02:00:00
4,weak_tone,104,7,0,3,2026-06-02 03:00:00
4,weak_tone,102,1,0,4,2026-06-02 04:00:00
4,weak_tone,102,1,1,5,2026-06-02 05:00:00
4,weak_tone,105,5,0,6,2026-06-02 06:00:00
4,weak_tone,102,1,1,7,2026-06-02 07:00:00
4,weak_tone,105,5,0,8,2026-06-02 08:00:00
4,weak_tone,101,0,0,9,2026-06-02 09:00:00
4,weak_tone,104,7,1,10,2026-06-02 10:00:00
4,weak_tone,105,5,0,11,2026-06-02 11:00:00
4,weak_tone,101,0,0,12,2026-06-02 12:00:00
4,weak_tone,102,1,1,13,2026-06-02 13:00:00
4,weak_tone,102,1,0,14,2026-06-02 14:00:00
4,weak_tone,101,0,0,15,2026-06-02 15:00:00
4,weak_tone,107,9,1,16,2026-06-02 16:00:00
4,weak_tone,102,1,1,17,2026-06-02 17:00:00
4,weak_tone,108,10,0,18,2026-06-02 18:00:00
4,weak_tone,106,8,1,19,2026-06-02 19:00:00
4,weak_tone,106,8,0,20,2026-06-02 20:00:00
4,weak_tone,108,10,0,21,2026-06-02 21:00:00
4,weak_tone,101,0,1,22,2026-06-02 22:00:00
4,weak_tone,108,10,1,23,2026-06-02 23:00:00
4,weak_tone,105,5,0,24,2026-06-02 24:00:00
4,weak_tone,105,5,0,25,2026-06-02 25:00:00
4,weak_tone,101,0,1,26,2026-06-02 26:00:00
4,weak_tone,108,10,0,27,2026-06-02 27:00:00
4,weak_tone,105,5,1,28,2026-06-02 28:00:00
4,weak_tone,107,9,0,29,2026-06-02 29:00:00
4,weak_tone,108,10,0,30,2026-06-02 30:00:00
4,weak_tone,107,9,1,31,2026-06-02 31:00:00
4,weak_tone,105,5,1,32,2026-06-02 32:00:00
4,weak_tone,106,8,1,33,2026-06-02 33:00:00
4,weak_tone,105,5,1,34,2026-06-02 34:00:00
4,weak_tone,108,10,1,35,2026-06-02 35:00:00
4,weak_tone,109,11,0,36,2026-06-02 36:00:00
4,weak_tone,107,9,1,37,2026-06-02 37:00:00
4,weak_tone,108,10,1,38,2026-06-02 38:00:00
4,weak_tone,110,12,0,39,2026-06-02 39:00:00
4,weak_tone,111,13,1,40,2026-06-02 40:00:00
4,weak_tone,106,8,0,41,2026-06-02 41:00:00
4,weak_tone,110,12,1,42,2026-06-02 42:00:00
4,weak_tone,111,13,1,43,2026-06-02 43:00:00
4,weak_tone,109,11,0,44,2026-06-02 44:00:00
4,weak_tone,110,12,1,45,2026-06-02 45:00:00
4,weak_tone,106,8,0,46,2026-06-02 46:00:00
4,weak_tone,111,13,0,47,2026-06-02 47:00:00
4,weak_tone,111,13,0,48,2026-06-02 48:00:00
4,weak_tone,111,13,1,49,2026-06-02 49:00:00
5,excellent,104,7,0,0,2026-06-02 00:00:00
5,excellent,101,0,0,1,2026-06-02 01:00:00
5,excellent,105,5,1,2,2026-06-02 02:00:00
5,excellent,103,4,1,3,2026-06-02 03:00:00
5,excellent,103,4,1,4,2026-06-02 04:00:00
5,excellent,101,0,0,5,2026-06-02 05:00:00
5,excellent,104,7,1,6,2026-06-02 06:00:00
5,excellent,104,7,1,7,2026-06-02 07:00:00
5,excellent,105,5,1,8,2026-06-02 08:00:00
5,excellent,101,0,1,9,2026-06-02 09:00:00
5,excellent,103,4,0,10,2026-06-02 10:00:00
5,excellent,104,7,1,11,2026-06-02 11:00:00
5,excellent,101,0,1,12,2026-06-02 12:00:00
5,excellent,104,7,1,13,2026-06-02 13:00:00
5,excellent,104,7,1,14,2026-06-02 14:00:00
5,excellent,103,4,1,15,2026-06-02 15:00:00
5,excellent,102,1,1,16,2026-06-02 16:00:00
5,excellent,107,9,1,17,2026-06-02 17:00:00
5,excellent,108,10,1,18,2026-06-02 18:00:00
5,excellent,105,5,1,19,2026-06-02 19:00:00
5,excellent,105,5,1,20,2026-06-02 20:00:00
5,excellent,103,4,1,21,2026-06-02 21:00:00
5,excellent,104,7,1,22,2026-06-02 22:00:00
5,excellent,101,0,1,23,2026-06-02 23:00:00
5,excellent,104,7,1,24,2026-06-02 24:00:00
5,excellent,103,4,1,25,2026-06-02 25:00:00
5,excellent,105,5,1,26,2026-06-02 26:00:00
5,excellent,104,7,1,27,2026-06-02 27:00:00
5,excellent,105,5,1,28,2026-06-02 28:00:00
5,excellent,107,9,1,29,2026-06-02 29:00:00
5,excellent,108,10,1,30,2026-06-02 30:00:00
5,excellent,101,0,1,31,2026-06-02 31:00:00
5,excellent,107,9,1,32,2026-06-02 32:00:00
5,excellent,105,5,1,33,2026-06-02 33:00:00
5,excellent,105,5,1,34,2026-06-02 34:00:00
5,excellent,107,9,1,35,2026-06-02 35:00:00
5,excellent,107,9,1,36,2026-06-02 36:00:00
5,excellent,111,13,1,37,2026-06-02 37:00:00
5,excellent,107,9,0,38,2026-06-02 38:00:00
5,excellent,110,12,1,39,2026-06-02 39:00:00
5,excellent,108,10,1,40,2026-06-02 40:00:00
5,excellent,110,12,1,41,2026-06-02 41:00:00
5,excellent,108,10,1,42,2026-06-02 42:00:00
5,excellent,108,10,1,43,2026-06-02 43:00:00
5,excellent,107,9,1,44,2026-06-02 44:00:00
5,excellent,109,11,1,45,2026-06-02 45:00:00
5,excellent,106,8,1,46,2026-06-02 46:00:00
5,excellent,107,9,1,47,2026-06-02 47:00:00
5,excellent,107,9,1,48,2026-06-02 48:00:00
5,excellent,109,11,1,49,2026-06-02 49:00:00
6,average,105,5,1,0,2026-06-02 00:00:00
6,average,101,0,1,1,2026-06-02 01:00:00
6,average,104,7,1,2,2026-06-02 02:00:00
6,average,103,4,0,3,2026-06-02 03:00:00
6,average,101,0,1,4,2026-06-02 04:00:00
6,average,101,0,0,5,2026-06-02 05:00:00
6,average,101,0,0,6,2026-06-02 06:00:00
6,average,105,5,0,7,2026-06-02 07:00:00
6,average,104,7,0,8,2026-06-02 08:00:00
6,average,105,5,0,9,2026-06-02 09:00:00
6,average,104,7,1,10,2026-06-02 10:00:00
6,average,105,5,1,11,2026-06-02 11:00:00
6,average,105,5,1,12,2026-06-02 12:00:00
6,average,103,4,1,13,2026-06-02 13:00:00
6,average,105,5,1,14,2026-06-02 14:00:00
6,average,106,8,1,15,2026-06-02 15:00:00
6,average,102,1,0,16,2026-06-02 16:00:00
6,average,103,4,0,17,2026-06-02 17:00:00
6,average,108,10,1,18,2026-06-02 18:00:00
6,average,105,5,1,19,2026-06-02 19:00:00
6,average,107,9,1,20,2026-06-02 20:00:00
6,average,101,0,1,21,2026-06-02 21:00:00
6,average,102,1,1,22,2026-06-02 22:00:00
6,average,102,1,0,23,2026-06-02 23:00:00
6,average,108,10,1,24,2026-06-02 24:00:00
6,average,106,8,0,25,2026-06-02 25:00:00
6,average,102,1,0,26,2026-06-02 26:00:00
6,average,103,4,1,27,2026-06-02 27:00:00
6,average,105,5,1,28,2026-06-02 28:00:00
6,average,105,5,1,29,2026-06-02 29:00:00
6,average,107,9,1,30,2026-06-02 30:00:00
6,average,108,10,1,31,2026-06-02 31:00:00
6,average,101,0,1,32,2026-06-02 32:00:00
6,average,106,8,0,33,2026-06-02 33:00:00
6,average,101,0,1,34,2026-06-02 34:00:00
6,average,107,9,0,35,2026-06-02 35:00:00
6,average,106,8,0,36,2026-06-02 36:00:00
6,average,108,10,0,37,2026-06-02 37:00:00
6,average,110,12,0,38,2026-06-02 38:00:00
6,average,107,9,1,39,2026-06-02 39:00:00
6,average,106,8,1,40,2026-06-02 40:00:00
6,average,111,13,1,41,2026-06-02 41:00:00
6,average,108,10,1,42,2026-06-02 42:00:00
6,average,108,10,1,43,2026-06-02 43:00:00
6,average,106,8,1,44,2026-06-02 44:00:00
6,average,110,12,0,45,2026-06-02 45:00:00
6,average,106,8,1,46,2026-06-02 46:00:00
6,average,107,9,1,47,2026-06-02 47:00:00
6,average,106,8,1,48,2026-06-02 48:00:00
6,average,108,10,1,49,2026-06-02 49:00:00
7,weak_initial,104,7,1,0,2026-06-02 00:00:00
7,weak_initial,104,7,0,1,2026-06-02 01:00:00
7,weak_initial,101,0,0,2,2026-06-02 02:00:00
7,weak_initial,103,4,0,3,2026-06-02 03:00:00
7,weak_initial,103,4,1,4,2026-06-02 04:00:00
7,weak_initial,103,4,1,5,2026-06-02 05:00:00
7,weak_initial,105,5,1,6,2026-06-02 06:00:00
7,weak_initial,102,1,0,7,2026-06-02 07:00:00
7,weak_initial,105,5,0,8,2026-06-02 08:00:00
7,weak_initial,102,1,0,9,2026-06-02 09:00:00
7,weak_initial,103,4,1,10,2026-06-02 10:00:00
7,weak_initial,103,4,0,11,2026-06-02 11:00:00
7,weak_initial,105,5,1,12,2026-06-02 12:00:00
7,weak_initial,105,5,1,13,2026-06-02 13:00:00
7,weak_initial,102,1,1,14,2026-06-02 14:00:00
7,weak_initial,104,7,0,15,2026-06-02 15:00:00
7,weak_initial,102,1,1,16,2026-06-02 16:00:00
7,weak_initial,105,5,1,17,2026-06-02 17:00:00
7,weak_initial,106,8,0,18,2026-06-02 18:00:00
7,weak_initial,105,5,1,19,2026-06-02 19:00:00
7,weak_initial,106,8,0,20,2026-06-02 20:00:00
7,weak_initial,101,0,1,21,2026-06-02 21:00:00
7,weak_initial,105,5,1,22,2026-06-02 22:00:00
7,weak_initial,101,0,0,23,2026-06-02 23:00:00
7,weak_initial,104,7,1,24,2026-06-02 24:00:00
7,weak_initial,102,1,0,25,2026-06-02 25:00:00
7,weak_initial,106,8,0,26,2026-06-02 26:00:00
7,weak_initial,102,1,0,27,2026-06-02 27:00:00
7,weak_initial,101,0,0,28,2026-06-02 28:00:00
7,weak_initial,106,8,0,29,2026-06-02 29:00:00
7,weak_initial,102,1,0,30,2026-06-02 30:00:00
7,weak_initial,105,5,1,31,2026-06-02 31:00:00
7,weak_initial,103,4,1,32,2026-06-02 32:00:00
7,weak_initial,101,0,1,33,2026-06-02 33:00:00
7,weak_initial,102,1,0,34,2026-06-02 34:00:00
7,weak_initial,106,8,0,35,2026-06-02 35:00:00
7,weak_initial,106,8,1,36,2026-06-02 36:00:00
7,weak_initial,111,13,0,37,2026-06-02 37:00:00
7,weak_initial,111,13,1,38,2026-06-02 38:00:00
7,weak_initial,108,10,0,39,2026-06-02 39:00:00
7,weak_initial,110,12,1,40,2026-06-02 40:00:00
7,weak_initial,106,8,1,41,2026-06-02 41:00:00
7,weak_initial,107,9,1,42,2026-06-02 42:00:00
7,weak_initial,109,11,1,43,2026-06-02 43:00:00
7,weak_initial,106,8,0,44,2026-06-02 44:00:00
7,weak_initial,106,8,1,45,2026-06-02 45:00:00
7,weak_initial,108,10,0,46,2026-06-02 46:00:00
7,weak_initial,110,12,1,47,2026-06-02 47:00:00
7,weak_initial,109,11,0,48,2026-06-02 48:00:00
7,weak_initial,111,13,1,49,2026-06-02 49:00:00
8,excellent,105,5,0,0,2026-06-02 00:00:00
8,excellent,102,1,1,1,2026-06-02 01:00:00
8,excellent,104,7,1,2,2026-06-02 02:00:00
8,excellent,103,4,1,3,2026-06-02 03:00:00
8,excellent,104,7,1,4,2026-06-02 04:00:00
8,excellent,101,0,0,5,2026-06-02 05:00:00
8,excellent,104,7,1,6,2026-06-02 06:00:00
8,excellent,101,0,1,7,2026-06-02 07:00:00
8,excellent,104,7,1,8,2026-06-02 08:00:00
8,excellent,101,0,1,9,2026-06-02 09:00:00
8,excellent,102,1,1,10,2026-06-02 10:00:00
8,excellent,105,5,0,11,2026-06-02 11:00:00
8,excellent,103,4,1,12,2026-06-02 12:00:00
8,excellent,104,7,1,13,2026-06-02 13:00:00
8,excellent,105,5,1,14,2026-06-02 14:00:00
8,excellent,103,4,1,15,2026-06-02 15:00:00
8,excellent,103,4,1,16,2026-06-02 16:00:00
8,excellent,101,0,1,17,2026-06-02 17:00:00
8,excellent,106,8,1,18,2026-06-02 18:00:00
8,excellent,102,1,1,19,2026-06-02 19:00:00
8,excellent,108,10,1,20,2026-06-02 20:00:00
8,excellent,102,1,1,21,2026-06-02 21:00:00
8,excellent,105,5,0,22,2026-06-02 22:00:00
8,excellent,107,9,1,23,2026-06-02 23:00:00
8,excellent,102,1,1,24,2026-06-02 24:00:00
8,excellent,104,7,1,25,2026-06-02 25:00:00
8,excellent,102,1,1,26,2026-06-02 26:00:00
8,excellent,105,5,1,27,2026-06-02 27:00:00
8,excellent,108,10,0,28,2026-06-02 28:00:00
8,excellent,102,1,1,29,2026-06-02 29:00:00
8,excellent,104,7,1,30,2026-06-02 30:00:00
8,excellent,101,0,0,31,2026-06-02 31:00:00
8,excellent,107,9,1,32,2026-06-02 32:00:00
8,excellent,105,5,1,33,2026-06-02 33:00:00
8,excellent,101,0,1,34,2026-06-02 34:00:00
8,excellent,106,8,1,35,2026-06-02 35:00:00
8,excellent,106,8,1,36,2026-06-02 36:00:00
8,excellent,108,10,1,37,2026-06-02 37:00:00
8,excellent,111,13,0,38,2026-06-02 38:00:00
8,excellent,108,10,1,39,2026-06-02 39:00:00
8,excellent,111,13,1,40,2026-06-02 40:00:00
8,excellent,106,8,1,41,2026-06-02 41:00:00
8,excellent,110,12,1,42,2026-06-02 42:00:00
8,excellent,111,13,1,43,2026-06-02 43:00:00
8,excellent,109,11,1,44,2026-06-02 44:00:00
8,excellent,109,11,1,45,2026-06-02 45:00:00
8,excellent,107,9,1,46,2026-06-02 46:00:00
8,excellent,111,13,1,47,2026-06-02 47:00:00
8,excellent,110,12,1,48,2026-06-02 48:00:00
8,excellent,108,10,1,49,2026-06-02 49:00:00
9,excellent,102,1,1,0,2026-06-02 00:00:00
9,excellent,102,1,0,1,2026-06-02 01:00:00
9,excellent,103,4,1,2,2026-06-02 02:00:00
9,excellent,104,7,1,3,2026-06-02 03:00:00
9,excellent,102,1,1,4,2026-06-02 04:00:00
9,excellent,105,5,1,5,2026-06-02 05:00:00
9,excellent,102,1,0,6,2026-06-02 06:00:00
9,excellent,101,0,1,7,2026-06-02 07:00:00
9,excellent,101,0,1,8,2026-06-02 08:00:00
9,excellent,104,7,1,9,2026-06-02 09:00:00
9,excellent,103,4,1,10,2026-06-02 10:00:00
9,excellent,104,7,1,11,2026-06-02 11:00:00
9,excellent,104,7,1,12,2026-06-02 12:00:00
9,excellent,104,7,1,13,2026-06-02 13:00:00
9,excellent,104,7,1,14,2026-06-02 14:00:00
9,excellent,105,5,1,15,2026-06-02 15:00:00
9,excellent,108,10,1,16,2026-06-02 16:00:00
9,excellent,105,5,0,17,2026-06-02 17:00:00
9,excellent,108,10,1,18,2026-06-02 18:00:00
9,excellent,107,9,1,19,2026-06-02 19:00:00
9,excellent,102,1,1,20,2026-06-02 20:00:00
9,excellent,101,0,1,21,2026-06-02 21:00:00
9,excellent,104,7,1,22,2026-06-02 22:00:00
9,excellent,107,9,1,23,2026-06-02 23:00:00
9,excellent,102,1,0,24,2026-06-02 24:00:00
9,excellent,101,0,1,25,2026-06-02 25:00:00
9,excellent,106,8,1,26,2026-06-02 26:00:00
9,excellent,103,4,1,27,2026-06-02 27:00:00
9,excellent,105,5,0,28,2026-06-02 28:00:00
9,excellent,106,8,1,29,2026-06-02 29:00:00
9,excellent,108,10,1,30,2026-06-02 30:00:00
9,excellent,101,0,1,31,2026-06-02 31:00:00
9,excellent,106,8,1,32,2026-06-02 32:00:00
9,excellent,103,4,1,33,2026-06-02 33:00:00
9,excellent,107,9,0,34,2026-06-02 34:00:00
9,excellent,106,8,1,35,2026-06-02 35:00:00
9,excellent,111,13,1,36,2026-06-02 36:00:00
9,excellent,110,12,1,37,2026-06-02 37:00:00
9,excellent,110,12,1,38,2026-06-02 38:00:00
9,excellent,107,9,1,39,2026-06-02 39:00:00
9,excellent,111,13,1,40,2026-06-02 40:00:00
9,excellent,109,11,0,41,2026-06-02 41:00:00
9,excellent,111,13,1,42,2026-06-02 42:00:00
9,excellent,106,8,1,43,2026-06-02 43:00:00
9,excellent,106,8,1,44,2026-06-02 44:00:00
9,excellent,111,13,1,45,2026-06-02 45:00:00
9,excellent,108,10,1,46,2026-06-02 46:00:00
9,excellent,110,12,1,47,2026-06-02 47:00:00
9,excellent,106,8,1,48,2026-06-02 48:00:00
9,excellent,110,12,1,49,2026-06-02 49:00:00
10,average,105,5,1,0,2026-06-02 00:00:00
10,average,103,4,0,1,2026-06-02 01:00:00
10,average,103,4,0,2,2026-06-02 02:00:00
10,average,101,0,0,3,2026-06-02 03:00:00
10,average,104,7,0,4,2026-06-02 04:00:00
10,average,102,1,0,5,2026-06-02 05:00:00
10,average,103,4,1,6,2026-06-02 06:00:00
10,average,103,4,1,7,2026-06-02 07:00:00
10,average,104,7,0,8,2026-06-02 08:00:00
10,average,104,7,0,9,2026-06-02 09:00:00
10,average,105,5,1,10,2026-06-02 10:00:00
10,average,105,5,1,11,2026-06-02 11:00:00
10,average,102,1,0,12,2026-06-02 12:00:00
10,average,102,1,0,13,2026-06-02 13:00:00
10,average,101,0,0,14,2026-06-02 14:00:00
10,average,107,9,1,15,2026-06-02 15:00:00
10,average,105,5,1,16,2026-06-02 16:00:00
10,average,103,4,1,17,2026-06-02 17:00:00
10,average,108,10,0,18,2026-06-02 18:00:00
10,average,105,5,1,19,2026-06-02 19:00:00
10,average,103,4,1,20,2026-06-02 20:00:00
10,average,104,7,1,21,2026-06-02 21:00:00
10,average,105,5,1,22,2026-06-02 22:00:00
10,average,104,7,1,23,2026-06-02 23:00:00
10,average,102,1,0,24,2026-06-02 24:00:00
10,average,102,1,1,25,2026-06-02 25:00:00
10,average,101,0,1,26,2026-06-02 26:00:00
10,average,107,9,1,27,2026-06-02 27:00:00
10,average,105,5,0,28,2026-06-02 28:00:00
10,average,104,7,0,29,2026-06-02 29:00:00
10,average,103,4,1,30,2026-06-02 30:00:00
10,average,102,1,0,31,2026-06-02 31:00:00
10,average,107,9,0,32,2026-06-02 32:00:00
10,average,102,1,1,33,2026-06-02 33:00:00
10,average,103,4,0,34,2026-06-02 34:00:00
10,average,109,11,1,35,2026-06-02 35:00:00
10,average,109,11,1,36,2026-06-02 36:00:00
10,average,110,12,0,37,2026-06-02 37:00:00
10,average,110,12,1,38,2026-06-02 38:00:00
10,average,111,13,1,39,2026-06-02 39:00:00
10,average,111,13,0,40,2026-06-02 40:00:00
10,average,106,8,1,41,2026-06-02 41:00:00
10,average,107,9,1,42,2026-06-02 42:00:00
10,average,110,12,1,43,2026-06-02 43:00:00
10,average,109,11,1,44,2026-06-02 44:00:00
10,average,108,10,1,45,2026-06-02 45:00:00
10,average,109,11,1,46,2026-06-02 46:00:00
10,average,107,9,1,47,2026-06-02 47:00:00
10,average,111,13,1,48,2026-06-02 48:00:00
10,average,109,11,1,49,2026-06-02 49:00:00
11,weak_initial,101,0,0,0,2026-06-02 00:00:00
11,weak_initial,101,0,0,1,2026-06-02 01:00:00
11,weak_initial,101,0,0,2,2026-06-02 02:00:00
11,weak_initial,105,5,0,3,2026-06-02 03:00:00
11,weak_initial,103,4,1,4,2026-06-02 04:00:00
